unknown,accession_number,size
1,SRR3453073,40653173408
1,SRR3481456,40743297248
1,SRR3474223,40796944736
1,SRR3481344,40808698592
1,SRR3479937,40809650720
1,SRR3480747,40811325152
1,SRR3481341,40812802592
1,SRR3478744,40854893216
1,SRR3438990,40860638816
1,SRR3479630,40864086176
1,SRR3479935,40878794912
1,SRR3480629,40935364448
1,SRR3478750,40943079968
1,SRR3484968,40993805408
1,SRR3480987,40997679584
1,SRR3481588,41004081824
1,SRR3479990,41006412896
1,SRR3529722,41059272416
1,SRR3458561,41062522784
1,SRR3496458,41077494176
1,SRR3438066,41082681632
1,SRR3481585,41083732256
1,SRR3481355,41097357536
1,SRR3480640,41116203104
1,SRR2166252,41144832608
1,SRR3481813,41157111776
1,SRR3479634,41185183136
1,SRR3480667,41219689568
1,SRR3471190,41437464224
1,SRR3396243,41470985696
1,SRR3479934,41482673888
1,SRR2165983,41517475808
1,SRR3481345,41645093792
1,SRR3478748,41656026848
1,SRR3478914,41726976800
1,SRR3481290,41820876320
1,SRR3400757,41843333408
1,SRR3480717,41909325728
1,SRR3478762,41954633888
1,SRR3529649,41976106016
1,SRR3481348,41997709472
1,SRR3482360,42010513952
1,SRR3478901,42067740128
1,SRR3481340,42158651936
1,SRR2164784,42195620768
1,SRR3481300,42282100256
1,SRR3481347,42293624288
1,SRR2167424,42436706144
1,SRR3482424,42528832736
1,SRR3484963,42553095584
1,SRR2165240,42617380640
1,SRR3406934,42720308960
1,SRR3479307,42748675808
1,SRR2167338,42904299488
1,SRR3480660,43081428128
1,SRR3480642,43166003360
1,SRR2167006,43192630112
1,SRR2166942,43245259808
1,SRR2165091,43270901600
1,SRR3401423,43319854112
1,SRR2156276,43379083040
1,SRR2164808,43447767584
1,SRR3481591,43588715360
1,SRR3479636,43667216672
1,SRR3478797,43678281056
1,SRR2168811,43783507616
1,SRR2157417,43809970208
1,SRR3481546,43840930784
1,SRR2167752,44015761184
1,SRR2157199,44081720672
1,SRR2170043,44102010848
1,SRR2165442,44184714656
1,SRR2167113,44327599520
1,SRR2167474,44363222240
1,SRR2166059,44429477216
1,SRR2164514,44470188896
1,SRR2163846,44515497056
1,SRR2165707,44549642336
1,SRR2166613,44638354400
1,SRR2166642,44685632480
1,SRR2167156,44805272288
1,SRR2167011,44874120992
1,SRR2167499,44882919968
1,SRR2164345,44923598816
1,SRR2157500,44945629088
1,SRR3481590,45355241120
1,SRR2164775,45423630176
1,SRR2166936,45436303328
1,SRR2167165,45544977248
1,SRR3481957,45568878944
1,SRR2166954,45667604768
1,SRR2167637,45864268448
1,SRR2165734,45924219680
1,SRR3479273,45950288288
1,SRR3478745,46005052064
1,SRR2163074,46034371040
1,SRR3481643,46098951584
1,SRR2165672,46143143456
1,SRR2164760,46201223264
1,SRR2166510,46210252064
1,SRR3496000,46267905056
1,SRR2165627,46269415328
1,SRR3481641,46281661664
1,SRR2167403,46401170144
1,SRR3481549,46537849760
1,SRR2165469,46609817504
1,SRR3479824,46624657568
1,SRR3476066,46655060000
1,SRR3479305,46732313696
1,SRR3480661,46740554528
1,SRR3479776,46852248992
1,SRR2167320,46874312096
1,SRR2167149,46895521568
1,SRR2164530,47067495584
1,SRR3482142,47135818976
1,SRR2166348,47146981856
1,SRR2170777,47236514720
1,SRR3478916,47374310624
1,SRR3493434,47519887712
1,SRR3483259,47533151840
1,SRR3499158,47569464032
1,SRR3473996,47575833440
1,SRR2157441,47593956704
1,SRR3481301,47756376608
1,SRR2166917,47922440864
1,SRR2167600,48072844256
1,SRR2167793,48112111328
1,SRR2167076,48118250912
1,SRR2165436,48276172832
1,SRR3480644,48486067808
1,SRR3479775,48496574048
1,SRR2167626,48500513888
1,SRR2165852,48648159392
1,SRR2166838,49077372128
1,SRR2164480,49233094304
1,SRR2156726,49277286176
1,SRR2165148,49357855904
1,SRR2167100,49524970784
1,SRR2167262,49652358944
1,SRR3477208,49966397024
1,SRR2170047,50272686752
1,SRR3481349,50279909792
1,SRR3481356,50384840864
1,SRR2165974,50492431328
1,SRR3480067,50492923808
1,SRR2170659,50681149664
1,SRR2166054,50859985568
1,SRR2168808,51111413024
1,SRR2167595,51783385568
1,SRR2165573,51959890400
1,SRR2157404,51994396832
1,SRR3481959,52032678944
1,SRR2166703,52110917600
1,SRR2167534,52580119712
1,SRR3496118,52742999264
1,SRR3499638,52783842272
1,SRR3496461,53351770208
1,SRR2165893,53465073440
1,SRR2157433,53500794656
1,SRR2170258,53511497888
1,SRR2167196,53571514784
1,SRR3480627,53674049120
1,SRR2168805,53725956512
1,SRR2165245,54188822048
1,SRR3480671,54265878752
1,SRR2167248,54873139424
1,SRR3480737,55081359968
1,SRR3480601,55476788576
1,SRR2156397,55659203168
1,SRR2168741,55844047328
1,SRR3478782,55847429024
1,SRR3393570,56380981856
1,SRR2170830,56921724896
1,SRR2167446,57206706656
1,SRR3478896,58193439584
1,SRR3481658,58799321312
1,SRR2166108,58858550240
1,SRR2165675,59364261536
1,SRR3480681,59523792224
1,SRR2167478,59813271968
1,SRR3484964,59877195872
1,SRR2165849,59945847584
1,SRR3386142,60511575776
1,SRR3482362,61164604256
1,SRR2165161,61201507424
1,SRR2164817,61236604832
1,SRR2165234,61504612448
1,SRR3478912,61846163744
1,SRR2170854,62075987744
1,SRR2167325,62098379168
1,SRR3481547,62733678368
1,SRR2157426,62744644256
1,SRR2166862,62748518432
1,SRR2157407,62873509856
1,SRR2166354,62987633888
1,SRR2166105,63478209632
1,SRR2156114,63670473824
1,SRR3482147,64197657248
1,SRR2165027,64225236128
1,SRR3482284,64583827232
1,SRR2165517,64686295904
1,SRR2166272,65789254112
1,SRR2164917,65937424928
1,SRR2164891,66083461664
1,SRR3485444,66200704736
1,SRR2165704,66222669344
1,SRR2165858,66223391648
1,SRR2167966,66677589536
1,SRR2167592,66868409120
1,SRR2157265,67170200864
1,SRR2167329,67257927968
1,SRR2165088,67364861792
1,SRR2167947,67370673056
1,SRR2157423,67733236832
1,SRR2167681,67978656032
1,SRR2166912,68010240416
1,SRR2167268,68219183264
1,SRR2166358,68455015520
1,SRR2164517,68794202912
1,SRR2166295,69129417632
1,SRR2170677,69714812192
1,SRR2155766,69914036768
1,SRR2165740,70086174944
1,SRR2170759,70417055840
1,SRR2166521,70540175840
1,SRR2167390,70641626720
1,SRR2165567,70992009824
1,SRR2157395,71126982176
1,SRR2170628,71321610272
1,SRR2164750,71397058208
1,SRR3482426,72238049888
1,SRR2167024,72383988128
1,SRR2170255,72515348960
1,SRR2165370,73449911840
1,SRR2166518,73805712224
1,SRR2168329,74022272096
1,SRR2167411,74521055840
1,SRR2165094,74938252064
1,SRR2167374,75712529120
1,SRR2166639,75924459680
1,SRR2167175,77254877984
1,SRR2166846,77499443552
1,SRR2164888,77715412448
1,SRR2170756,77916048800
1,SRR2170631,78100039328
1,SRR2165270,82625438048
1,SRR2157516,83747668640
1,SRR2167606,89609001440
1,SRR2165757,94188244640
2,SRR2155717,105412487648
